dataset,num_nodes,num_epochs,local_epochs,graph_type,graph_param,batch_size,samples_per_client,algorithm,attack_percentage,attack_type,lambda,final_compromised_accuracy,final_honest_accuracy,overall_asr,honest_asr,compromised_asr,filename
sent140,20,10,3,erdos,6.0,64,4500,ubar,40,krum,1,0.6595,0.6556,,,,sent140_20_10_3_erdos_06_64_4500_ubar_40attack_krum_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,50,directed_deviation,1,0.661,0.6662,,,,sent140_20_10_3_erdos_06_64_4500_ubar_50attack_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,50,backdoor,1,0.5026,0.6662,0.6331,0.4811,0.7851,sent140_20_10_3_erdos_06_64_4500_ubar_50attack_backdoor_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,50,gaussian,1,0.6604,0.665,,,,sent140_20_10_3_erdos_06_64_4500_ubar_50attack_gaussian_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,50,krum,1,0.661,0.6662,,,,sent140_20_10_3_erdos_06_64_4500_ubar_50attack_krum_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,60,directed_deviation,1,0.6601,0.6646,,,,sent140_20_10_3_erdos_06_64_4500_ubar_60attack_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,60,backdoor,1,0.5037,0.6646,0.7499,0.4843,0.927,sent140_20_10_3_erdos_06_64_4500_ubar_60attack_backdoor_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,60,gaussian,1,0.6605,0.6629,,,,sent140_20_10_3_erdos_06_64_4500_ubar_60attack_gaussian_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,60,krum,1,0.6601,0.6646,,,,sent140_20_10_3_erdos_06_64_4500_ubar_60attack_krum_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,70,directed_deviation,1,0.6592,0.6613,,,,sent140_20_10_3_erdos_06_64_4500_ubar_70attack_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,70,backdoor,1,0.5043,0.6613,0.6933,0.4957,0.7779,sent140_20_10_3_erdos_06_64_4500_ubar_70attack_backdoor_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,70,gaussian,1,0.66,0.6618,,,,sent140_20_10_3_erdos_06_64_4500_ubar_70attack_gaussian_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,70,krum,1,0.6592,0.6613,,,,sent140_20_10_3_erdos_06_64_4500_ubar_70attack_krum_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,80,directed_deviation,1,0.6667,0.669,,,,sent140_20_10_3_erdos_06_64_4500_ubar_80attack_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,80,backdoor,1,0.5042,0.669,0.8136,0.4981,0.8924,sent140_20_10_3_erdos_06_64_4500_ubar_80attack_backdoor_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,80,gaussian,1,0.6659,0.6681,,,,sent140_20_10_3_erdos_06_64_4500_ubar_80attack_gaussian_1lambda.log
sent140,20,10,3,erdos,6.0,64,4500,ubar,80,krum,1,0.6667,0.669,,,,sent140_20_10_3_erdos_06_64_4500_ubar_80attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,0,directed_deviation,1,0.6628,0.6628,,,,sent140_20_10_3_fully_64_4500_balance_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,0,gaussian,1,0.6628,0.6628,,,,sent140_20_10_3_fully_64_4500_balance_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,0,krum,1,0.6628,0.6628,,,,sent140_20_10_3_fully_64_4500_balance_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,0,backdoor,1,0.6628,0.6628,0.0,0.0,0.0,sent140_20_10_3_fully_64_4500_balance_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,10,directed_deviation,1,0.6608,0.6596,,,,sent140_20_10_3_fully_64_4500_balance_10attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,10,backdoor,1,0.5072,0.6596,0.557,0.5256,0.8396,sent140_20_10_3_fully_64_4500_balance_10attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,10,gaussian,1,0.662,0.6594,,,,sent140_20_10_3_fully_64_4500_balance_10attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,10,krum,1,0.6609,0.6597,,,,sent140_20_10_3_fully_64_4500_balance_10attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,20,directed_deviation,1,0.6647,0.6624,,,,sent140_20_10_3_fully_64_4500_balance_20attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,20,backdoor,1,0.5021,0.6624,0.5835,0.4886,0.9632,sent140_20_10_3_fully_64_4500_balance_20attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,20,gaussian,1,0.6628,0.6605,,,,sent140_20_10_3_fully_64_4500_balance_20attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,20,krum,1,0.6649,0.663,,,,sent140_20_10_3_fully_64_4500_balance_20attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,30,directed_deviation,1,0.6695,0.6703,,,,sent140_20_10_3_fully_64_4500_balance_30attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,30,backdoor,1,0.5048,0.6703,0.6189,0.4958,0.9061,sent140_20_10_3_fully_64_4500_balance_30attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,30,gaussian,1,0.6652,0.6668,,,,sent140_20_10_3_fully_64_4500_balance_30attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,30,krum,1,0.6692,0.6701,,,,sent140_20_10_3_fully_64_4500_balance_30attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,40,directed_deviation,1,0.6692,0.6659,,,,sent140_20_10_3_fully_64_4500_balance_40attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,40,backdoor,1,0.5011,0.6659,0.6762,0.5036,0.9352,sent140_20_10_3_fully_64_4500_balance_40attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,40,gaussian,1,0.6686,0.6649,,,,sent140_20_10_3_fully_64_4500_balance_40attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,40,krum,1,0.6684,0.6652,,,,sent140_20_10_3_fully_64_4500_balance_40attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,50,directed_deviation,1,0.6721,0.6747,,,,sent140_20_10_3_fully_64_4500_balance_50attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,50,backdoor,1,0.5053,0.6747,0.6736,0.4757,0.8714,sent140_20_10_3_fully_64_4500_balance_50attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,50,gaussian,1,0.6668,0.6703,,,,sent140_20_10_3_fully_64_4500_balance_50attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,50,krum,1,0.6724,0.6745,,,,sent140_20_10_3_fully_64_4500_balance_50attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,60,directed_deviation,1,0.667,0.669,,,,sent140_20_10_3_fully_64_4500_balance_60attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,60,backdoor,1,0.5048,0.669,0.7615,0.4848,0.9459,sent140_20_10_3_fully_64_4500_balance_60attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,60,gaussian,1,0.6661,0.6685,,,,sent140_20_10_3_fully_64_4500_balance_60attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,60,krum,1,0.6673,0.6684,,,,sent140_20_10_3_fully_64_4500_balance_60attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,70,directed_deviation,1,0.6647,0.6673,,,,sent140_20_10_3_fully_64_4500_balance_70attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,70,backdoor,1,0.5029,0.6673,0.7319,0.5165,0.8242,sent140_20_10_3_fully_64_4500_balance_70attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,70,gaussian,1,0.6634,0.6638,,,,sent140_20_10_3_fully_64_4500_balance_70attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,70,krum,1,0.666,0.6683,,,,sent140_20_10_3_fully_64_4500_balance_70attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,80,directed_deviation,1,0.6558,0.6604,,,,sent140_20_10_3_fully_64_4500_balance_80attack_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,80,backdoor,1,0.5043,0.6604,0.7783,0.4669,0.8562,sent140_20_10_3_fully_64_4500_balance_80attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,80,gaussian,1,0.6614,0.6655,,,,sent140_20_10_3_fully_64_4500_balance_80attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,balance,80,krum,1,0.6541,0.6554,,,,sent140_20_10_3_fully_64_4500_balance_80attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,0,directed_deviation,1,0.4949,0.4949,,,,sent140_20_10_3_fully_64_4500_d-fedavg_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,0,gaussian,1,0.4949,0.4949,,,,sent140_20_10_3_fully_64_4500_d-fedavg_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,0,krum,1,0.4949,0.4949,,,,sent140_20_10_3_fully_64_4500_d-fedavg_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,0,backdoor,1,0.4949,0.4949,0.0,0.0,0.0,sent140_20_10_3_fully_64_4500_d-fedavg_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,10,directed_deviation,1,0.6513,0.6494,,,,sent140_20_10_3_fully_64_4500_d-fedavg_10attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,10,backdoor,1,0.609,0.6128,0.8599,0.8602,0.8564,sent140_20_10_3_fully_64_4500_d-fedavg_10attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,10,gaussian,1,0.5005,0.498,,,,sent140_20_10_3_fully_64_4500_d-fedavg_10attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,10,krum,1,0.6351,0.6317,,,,sent140_20_10_3_fully_64_4500_d-fedavg_10attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,20,directed_deviation,1,0.6232,0.6262,,,,sent140_20_10_3_fully_64_4500_d-fedavg_20attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,20,backdoor,1,0.501,0.4945,1.0,1.0,1.0,sent140_20_10_3_fully_64_4500_d-fedavg_20attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,20,gaussian,1,0.5006,0.4976,,,,sent140_20_10_3_fully_64_4500_d-fedavg_20attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,20,krum,1,0.6318,0.6333,,,,sent140_20_10_3_fully_64_4500_d-fedavg_20attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,30,directed_deviation,1,0.6023,0.6011,,,,sent140_20_10_3_fully_64_4500_d-fedavg_30attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,30,backdoor,1,0.4982,0.4935,1.0,1.0,1.0,sent140_20_10_3_fully_64_4500_d-fedavg_30attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,30,gaussian,1,0.503,0.5015,,,,sent140_20_10_3_fully_64_4500_d-fedavg_30attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,30,krum,1,0.5795,0.5769,,,,sent140_20_10_3_fully_64_4500_d-fedavg_30attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,40,directed_deviation,1,0.5426,0.5423,,,,sent140_20_10_3_fully_64_4500_d-fedavg_40attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,40,backdoor,1,0.4957,0.4943,1.0,1.0,1.0,sent140_20_10_3_fully_64_4500_d-fedavg_40attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,40,gaussian,1,0.4937,0.5056,,,,sent140_20_10_3_fully_64_4500_d-fedavg_40attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,40,krum,1,0.57,0.5718,,,,sent140_20_10_3_fully_64_4500_d-fedavg_40attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,50,directed_deviation,1,0.5403,0.5423,,,,sent140_20_10_3_fully_64_4500_d-fedavg_50attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,50,backdoor,1,0.4952,0.4952,0.8452,0.8454,0.845,sent140_20_10_3_fully_64_4500_d-fedavg_50attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,50,gaussian,1,0.4983,0.4982,,,,sent140_20_10_3_fully_64_4500_d-fedavg_50attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,50,krum,1,0.5616,0.5605,,,,sent140_20_10_3_fully_64_4500_d-fedavg_50attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,60,directed_deviation,1,0.5156,0.5163,,,,sent140_20_10_3_fully_64_4500_d-fedavg_60attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,60,backdoor,1,0.4979,0.4998,0.9244,0.9238,0.9247,sent140_20_10_3_fully_64_4500_d-fedavg_60attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,60,gaussian,1,0.497,0.4984,,,,sent140_20_10_3_fully_64_4500_d-fedavg_60attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,60,krum,1,0.5026,0.5029,,,,sent140_20_10_3_fully_64_4500_d-fedavg_60attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,70,directed_deviation,1,0.5154,0.5165,,,,sent140_20_10_3_fully_64_4500_d-fedavg_70attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,70,backdoor,1,0.494,0.4926,0.8156,0.8168,0.8151,sent140_20_10_3_fully_64_4500_d-fedavg_70attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,70,gaussian,1,0.5012,0.5008,,,,sent140_20_10_3_fully_64_4500_d-fedavg_70attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,70,krum,1,0.5045,0.5045,,,,sent140_20_10_3_fully_64_4500_d-fedavg_70attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,80,directed_deviation,1,0.5048,0.5072,,,,sent140_20_10_3_fully_64_4500_d-fedavg_80attack_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,80,backdoor,1,0.5042,0.5068,0.0033,0.0034,0.0033,sent140_20_10_3_fully_64_4500_d-fedavg_80attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,80,gaussian,1,0.5033,0.502,,,,sent140_20_10_3_fully_64_4500_d-fedavg_80attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,d-fedavg,80,krum,1,0.5046,0.5068,,,,sent140_20_10_3_fully_64_4500_d-fedavg_80attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,0,directed_deviation,1,0.7201,0.7201,,,,sent140_20_10_3_fully_64_4500_krum_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,0,gaussian,1,0.7201,0.7201,,,,sent140_20_10_3_fully_64_4500_krum_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,0,krum,1,0.7201,0.7201,,,,sent140_20_10_3_fully_64_4500_krum_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,0,backdoor,1,0.7201,0.7201,0.0,0.0,0.0,sent140_20_10_3_fully_64_4500_krum_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,10,directed_deviation,1,0.7214,0.7151,,,,sent140_20_10_3_fully_64_4500_krum_10attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,10,backdoor,1,0.7214,0.7151,0.5612,0.5611,0.5622,sent140_20_10_3_fully_64_4500_krum_10attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,10,gaussian,1,0.7187,0.7137,,,,sent140_20_10_3_fully_64_4500_krum_10attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,10,krum,1,0.7214,0.7151,,,,sent140_20_10_3_fully_64_4500_krum_10attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,20,directed_deviation,1,0.5227,0.5218,,,,sent140_20_10_3_fully_64_4500_krum_20attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,20,backdoor,1,0.5227,0.5218,0.9244,0.9237,0.9269,sent140_20_10_3_fully_64_4500_krum_20attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,20,gaussian,1,0.7163,0.7166,,,,sent140_20_10_3_fully_64_4500_krum_20attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,20,krum,1,0.5278,0.5302,,,,sent140_20_10_3_fully_64_4500_krum_20attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,30,directed_deviation,1,0.515,0.5183,,,,sent140_20_10_3_fully_64_4500_krum_30attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,30,backdoor,1,0.5062,0.5098,0.6385,0.6398,0.6357,sent140_20_10_3_fully_64_4500_krum_30attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,30,gaussian,1,0.7247,0.7261,,,,sent140_20_10_3_fully_64_4500_krum_30attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,30,krum,1,0.5164,0.5192,,,,sent140_20_10_3_fully_64_4500_krum_30attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,40,directed_deviation,1,0.5026,0.5036,,,,sent140_20_10_3_fully_64_4500_krum_40attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,40,backdoor,1,0.5043,0.5058,0.0004,0.0004,0.0004,sent140_20_10_3_fully_64_4500_krum_40attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,40,gaussian,1,0.7147,0.7169,,,,sent140_20_10_3_fully_64_4500_krum_40attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,40,krum,1,0.508,0.5089,,,,sent140_20_10_3_fully_64_4500_krum_40attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,50,directed_deviation,1,0.5403,0.5423,,,,sent140_20_10_3_fully_64_4500_krum_50attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,50,backdoor,1,0.4952,0.4952,0.8452,0.8454,0.845,sent140_20_10_3_fully_64_4500_krum_50attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,50,gaussian,1,0.4983,0.4982,,,,sent140_20_10_3_fully_64_4500_krum_50attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,50,krum,1,0.5616,0.5605,,,,sent140_20_10_3_fully_64_4500_krum_50attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,60,directed_deviation,1,0.5156,0.5163,,,,sent140_20_10_3_fully_64_4500_krum_60attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,60,backdoor,1,0.4979,0.4998,0.9244,0.9238,0.9247,sent140_20_10_3_fully_64_4500_krum_60attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,60,gaussian,1,0.497,0.4984,,,,sent140_20_10_3_fully_64_4500_krum_60attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,60,krum,1,0.5026,0.5029,,,,sent140_20_10_3_fully_64_4500_krum_60attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,70,directed_deviation,1,0.5154,0.5165,,,,sent140_20_10_3_fully_64_4500_krum_70attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,70,backdoor,1,0.494,0.4926,0.8156,0.8168,0.8151,sent140_20_10_3_fully_64_4500_krum_70attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,70,gaussian,1,0.5012,0.5008,,,,sent140_20_10_3_fully_64_4500_krum_70attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,70,krum,1,0.5045,0.5045,,,,sent140_20_10_3_fully_64_4500_krum_70attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,80,directed_deviation,1,0.5048,0.5072,,,,sent140_20_10_3_fully_64_4500_krum_80attack_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,80,backdoor,1,0.5042,0.5068,0.0033,0.0034,0.0033,sent140_20_10_3_fully_64_4500_krum_80attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,80,gaussian,1,0.5033,0.502,,,,sent140_20_10_3_fully_64_4500_krum_80attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,krum,80,krum,1,0.5046,0.5068,,,,sent140_20_10_3_fully_64_4500_krum_80attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,0,directed_deviation,1,0.6629,0.6629,,,,sent140_20_10_3_fully_64_4500_sketchguard_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,0,gaussian,1,0.6629,0.6629,,,,sent140_20_10_3_fully_64_4500_sketchguard_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,0,krum,1,0.6629,0.6629,,,,sent140_20_10_3_fully_64_4500_sketchguard_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,0,backdoor,1,0.6629,0.6629,0.0,0.0,0.0,sent140_20_10_3_fully_64_4500_sketchguard_0attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,10,directed_deviation,1,0.6726,0.6716,,,,sent140_20_10_3_fully_64_4500_sketchguard_10attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,10,backdoor,1,0.5076,0.6716,0.5263,0.4968,0.7915,sent140_20_10_3_fully_64_4500_sketchguard_10attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,10,gaussian,1,0.6606,0.6596,,,,sent140_20_10_3_fully_64_4500_sketchguard_10attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,10,krum,1,0.6726,0.6716,,,,sent140_20_10_3_fully_64_4500_sketchguard_10attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,20,directed_deviation,1,0.6795,0.6769,,,,sent140_20_10_3_fully_64_4500_sketchguard_20attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,20,backdoor,1,0.5008,0.6769,0.5733,0.4984,0.8729,sent140_20_10_3_fully_64_4500_sketchguard_20attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,20,gaussian,1,0.6632,0.6605,,,,sent140_20_10_3_fully_64_4500_sketchguard_20attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,20,krum,1,0.6795,0.6769,,,,sent140_20_10_3_fully_64_4500_sketchguard_20attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,30,directed_deviation,1,0.681,0.6827,,,,sent140_20_10_3_fully_64_4500_sketchguard_30attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,30,backdoor,1,0.5029,0.6827,0.5988,0.4553,0.9336,sent140_20_10_3_fully_64_4500_sketchguard_30attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,30,gaussian,1,0.6652,0.6665,,,,sent140_20_10_3_fully_64_4500_sketchguard_30attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,30,krum,1,0.681,0.6827,,,,sent140_20_10_3_fully_64_4500_sketchguard_30attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,40,directed_deviation,1,0.6814,0.6776,,,,sent140_20_10_3_fully_64_4500_sketchguard_40attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,40,backdoor,1,0.5035,0.6776,0.5934,0.4948,0.7413,sent140_20_10_3_fully_64_4500_sketchguard_40attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,40,gaussian,1,0.6685,0.6655,,,,sent140_20_10_3_fully_64_4500_sketchguard_40attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,40,krum,1,0.6814,0.6776,,,,sent140_20_10_3_fully_64_4500_sketchguard_40attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,50,directed_deviation,1,0.6788,0.6812,,,,sent140_20_10_3_fully_64_4500_sketchguard_50attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,50,backdoor,1,0.5034,0.6812,0.6548,0.4503,0.8594,sent140_20_10_3_fully_64_4500_sketchguard_50attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,50,gaussian,1,0.6659,0.6703,,,,sent140_20_10_3_fully_64_4500_sketchguard_50attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,50,krum,1,0.6788,0.6812,,,,sent140_20_10_3_fully_64_4500_sketchguard_50attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,60,directed_deviation,1,0.6755,0.6776,,,,sent140_20_10_3_fully_64_4500_sketchguard_60attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,60,backdoor,1,0.5,0.6776,0.7698,0.51,0.943,sent140_20_10_3_fully_64_4500_sketchguard_60attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,60,gaussian,1,0.666,0.6681,,,,sent140_20_10_3_fully_64_4500_sketchguard_60attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,60,krum,1,0.6755,0.6776,,,,sent140_20_10_3_fully_64_4500_sketchguard_60attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,70,directed_deviation,1,0.6775,0.6802,,,,sent140_20_10_3_fully_64_4500_sketchguard_70attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,70,backdoor,1,0.5031,0.6802,0.7534,0.4735,0.8733,sent140_20_10_3_fully_64_4500_sketchguard_70attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,70,gaussian,1,0.6642,0.6645,,,,sent140_20_10_3_fully_64_4500_sketchguard_70attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,70,krum,1,0.6775,0.6802,,,,sent140_20_10_3_fully_64_4500_sketchguard_70attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,80,directed_deviation,1,0.6839,0.6857,,,,sent140_20_10_3_fully_64_4500_sketchguard_80attack_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,80,backdoor,1,0.5011,0.6335,0.7502,0.3862,0.8412,sent140_20_10_3_fully_64_4500_sketchguard_80attack_backdoor_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,80,gaussian,1,0.6617,0.6653,,,,sent140_20_10_3_fully_64_4500_sketchguard_80attack_gaussian_1lambda.log
sent140,20,10,3,fully,,64,4500,sketchguard,80,krum,1,0.6839,0.6857,,,,sent140_20_10_3_fully_64_4500_sketchguard_80attack_krum_1lambda.log
sent140,20,10,3,fully,,64,4500,ubar,0,directed_deviation,1,0.6596,0.6596,,,,sent140_20_10_3_fully_64_4500_ubar_0attack_1lambda.log
